"category","severity","id","name","details"
"missing_nearest_town","medium","233","Ивановски скални църкви","location.nearest_town is missing"
"missing_nearest_town","medium","234","Изворите на Младежка","location.nearest_town is missing"
"missing_nearest_town","medium","235","Изворите на река Въча","location.nearest_town is missing"
"missing_nearest_town","medium","236","Индипаска","location.nearest_town is missing"
"missing_nearest_town","medium","237","Искър-Панега","location.nearest_town is missing"
"missing_nearest_town","medium","238","Кадемлийско пръскало","location.nearest_town is missing"
"missing_nearest_town","medium","239","Казанджи дере","location.nearest_town is missing"
"missing_nearest_town","medium","240","Калиакра","location.nearest_town is missing"
"missing_nearest_town","medium","241","Каменни гъби","location.nearest_town is missing"
"missing_nearest_town","medium","242","Камчийски пясъци","location.nearest_town is missing"
"missing_nearest_town","medium","243","Камчия","location.nearest_town is missing"
"missing_nearest_town","medium","244","Каньона на водопадите","location.nearest_town is missing"
"missing_nearest_town","medium","245","Каньонът на река Герзовица","location.nearest_town is missing"
"missing_nearest_town","medium","247","Караджов камък","location.nearest_town is missing"
"missing_nearest_town","medium","248","Карандила","location.nearest_town is missing"
"missing_nearest_town","medium","249","Картала","location.nearest_town is missing"
"missing_nearest_town","medium","250","Кечика Кая","location.nearest_town is missing"
"missing_nearest_town","medium","251","Кикиш","location.nearest_town is missing"
"missing_nearest_town","medium","252","Кирилова поляна","location.nearest_town is missing"
"missing_nearest_town","medium","254","Княжевска пътека","location.nearest_town is missing"
"missing_nearest_town","medium","255","Кобилино бранище","location.nearest_town is missing"
"missing_nearest_town","medium","256","Кожух планина","location.nearest_town is missing"
"missing_nearest_town","medium","257","Козя стена","location.nearest_town is missing"
"missing_nearest_town","medium","258","Комините","location.nearest_town is missing"
"missing_nearest_town","medium","259","Копитото – Момина скала","location.nearest_town is missing"
"missing_nearest_town","medium","260","Копрен","location.nearest_town is missing"
"missing_nearest_town","medium","261","Кости","location.nearest_town is missing"
"missing_nearest_town","medium","262","Костина","location.nearest_town is missing"
"missing_nearest_town","medium","263","Котел","location.nearest_town is missing"
"missing_nearest_town","medium","264","Крушунски водопади","location.nearest_town is missing"
"missing_nearest_town","medium","265","Кръстова гора","location.nearest_town is missing"
"missing_nearest_town","medium","266","Кървавата скала","location.nearest_town is missing"
"missing_nearest_town","medium","267","Лакатнишки скали","location.nearest_town is missing"
"missing_nearest_town","medium","268","Леденика","location.nearest_town is missing"
"missing_nearest_town","medium","269","Лешнишки водопад","location.nearest_town is missing"
"missing_nearest_town","medium","270","Лисиците","location.nearest_town is missing"
"missing_nearest_town","medium","271","Лозенски манастир","location.nearest_town is missing"
"missing_nearest_town","medium","272","Ломски каньон","location.nearest_town is missing"
"missing_nearest_town","medium","273","Лъвската глава","location.nearest_town is missing"
"missing_nearest_town","medium","274","Мадарски конник","location.nearest_town is missing"
"missing_nearest_town","medium","275","Мазалат","location.nearest_town is missing"
"missing_nearest_town","medium","276","Малко Търново","location.nearest_town is missing"
"missing_nearest_town","medium","277","Мальовица","location.nearest_town is missing"
"missing_nearest_town","medium","278","Марциганица","location.nearest_town is missing"
"missing_nearest_town","medium","279","Маслен нос","location.nearest_town is missing"
"missing_nearest_town","medium","280","Меандри на Арда","location.nearest_town is missing"
"missing_nearest_town","medium","281","Меаните","location.nearest_town is missing"
"missing_nearest_town","medium","282","Медвен","location.nearest_town is missing"
"missing_nearest_town","medium","283","Мелнишки пирамиди","location.nearest_town is missing"
"missing_nearest_town","medium","284","Мечи стъпки","location.nearest_town is missing"
"missing_nearest_town","medium","285","Минерални бани","location.nearest_town is missing"
"missing_nearest_town","medium","286","Мишкова нива","location.nearest_town is missing"
"missing_nearest_town","medium","287","Момчил юнак","location.nearest_town is missing"
"missing_nearest_town","medium","288","Момчилова крепост","location.nearest_town is missing"
"missing_nearest_town","medium","289","Невястата","location.nearest_town is missing"
"missing_nearest_town","medium","290","Обесен камък","location.nearest_town is missing"
"missing_nearest_town","medium","291","Окопна манастир","location.nearest_town is missing"
"missing_nearest_town","medium","292","Ореляк","location.nearest_town is missing"
"missing_nearest_town","medium","293","Орлови скали","location.nearest_town is missing"
"missing_nearest_town","medium","294","Орлово око","location.nearest_town is missing"
"missing_nearest_town","medium","295","Парилско седло","location.nearest_town is missing"
"missing_nearest_town","medium","296","Пеещи скали","location.nearest_town is missing"
"missing_nearest_town","medium","297","Перперикон","location.nearest_town is missing"
"missing_nearest_town","medium","298","Петрова нива","location.nearest_town is missing"
"missing_nearest_town","medium","299","Пещера Песнопой","location.nearest_town is missing"
"missing_nearest_town","medium","300","Поглед към девет планини","location.nearest_town is missing"
"missing_nearest_town","medium","301","Пода","location.nearest_town is missing"
"missing_nearest_town","medium","302","Поломие","location.nearest_town is missing"
"missing_nearest_town","medium","303","Поляната","location.nearest_town is missing"
"missing_nearest_town","medium","304","Поморие","location.nearest_town is missing"
"missing_nearest_town","medium","305","Понтийски път","location.nearest_town is missing"
"missing_nearest_town","medium","306","Попови ливади","location.nearest_town is missing"
"missing_nearest_town","medium","307","Правешка екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","308","Пътека","location.nearest_town is missing"
"missing_nearest_town","medium","309","Райското пръскало","location.nearest_town is missing"
"missing_nearest_town","medium","31","Red Dot Trail - Витоша","location.nearest_town is missing"
"missing_nearest_town","medium","310","Резово","location.nearest_town is missing"
"missing_nearest_town","medium","311","Рибарица","location.nearest_town is missing"
"missing_nearest_town","medium","312","Рибни езера","location.nearest_town is missing"
"missing_nearest_town","medium","313","Рилски манастир","location.nearest_town is missing"
"missing_nearest_town","medium","314","Ритлите","location.nearest_town is missing"
"missing_nearest_town","medium","315","Роженски манастир","location.nearest_town is missing"
"missing_nearest_town","medium","316","Ропотамо","location.nearest_town is missing"
"missing_nearest_town","medium","317","Рупите","location.nearest_town is missing"
"missing_nearest_town","medium","318","Русалка","location.nearest_town is missing"
"missing_nearest_town","medium","319","Самуилова крепост","location.nearest_town is missing"
"missing_nearest_town","medium","32","Боров камък - Враца","location.nearest_town is missing"
"missing_nearest_town","medium","320","Сандански","location.nearest_town is missing"
"missing_nearest_town","medium","321","Света Петка","location.nearest_town is missing"
"missing_nearest_town","medium","322","Светлина","location.nearest_town is missing"
"missing_nearest_town","medium","323","Седемте рилски езера","location.nearest_town is missing"
"missing_nearest_town","medium","324","Силистар","location.nearest_town is missing"
"missing_nearest_town","medium","325","Симеоновски езера","location.nearest_town is missing"
"missing_nearest_town","medium","326","Сините камъни","location.nearest_town is missing"
"missing_nearest_town","medium","327","Синия вир","location.nearest_town is missing"
"missing_nearest_town","medium","328","Скакавица","location.nearest_town is missing"
"missing_nearest_town","medium","329","Скакля","location.nearest_town is missing"
"missing_nearest_town","medium","33","Триградско ждрело - Смолян","location.nearest_town is missing"
"missing_nearest_town","medium","330","Скални манастири","location.nearest_town is missing"
"missing_nearest_town","medium","331","Скални църкви","location.nearest_town is missing"
"missing_nearest_town","medium","332","Славянка","location.nearest_town is missing"
"missing_nearest_town","medium","333","Соколна","location.nearest_town is missing"
"missing_nearest_town","medium","334","Соколски манастир","location.nearest_town is missing"
"missing_nearest_town","medium","335","Стената","location.nearest_town is missing"
"missing_nearest_town","medium","336","Стобски пирамиди","location.nearest_town is missing"
"missing_nearest_town","medium","337","Странджански дъб","location.nearest_town is missing"
"missing_nearest_town","medium","338","Струилица – Калето – Лъката","location.nearest_town is missing"
"missing_nearest_town","medium","339","Сухото езеро","location.nearest_town is missing"
"missing_nearest_town","medium","341","Табашката пещера","location.nearest_town is missing"
"missing_nearest_town","medium","342","Татул","location.nearest_town is missing"
"missing_nearest_town","medium","343","Торфено бранище","location.nearest_town is missing"
"missing_nearest_town","medium","344","Трански ждрело","location.nearest_town is missing"
"missing_nearest_town","medium","345","Триглав","location.nearest_town is missing"
"missing_nearest_town","medium","346","Триградско ждрело","location.nearest_town is missing"
"missing_nearest_town","medium","347","Трите чуки","location.nearest_town is missing"
"missing_nearest_town","medium","348","Тъжа","location.nearest_town is missing"
"missing_nearest_town","medium","349","Тъмната гора","location.nearest_town is missing"
"missing_nearest_town","medium","350","Узунбуджак","location.nearest_town is missing"
"missing_nearest_town","medium","351","Урдини езера","location.nearest_town is missing"
"missing_nearest_town","medium","352","Хайдушка песен","location.nearest_town is missing"
"missing_nearest_town","medium","353","Хайдушка поляна","location.nearest_town is missing"
"missing_nearest_town","medium","354","Хайдушки поляни","location.nearest_town is missing"
"missing_nearest_town","medium","355","Хайдушки чуки","location.nearest_town is missing"
"missing_nearest_town","medium","356","Халката","location.nearest_town is missing"
"missing_nearest_town","medium","357","Царството на зелениката","location.nearest_town is missing"
"missing_nearest_town","medium","358","Централен Балкан","location.nearest_town is missing"
"missing_nearest_town","medium","359","Цигов чарк","location.nearest_town is missing"
"missing_nearest_town","medium","360","Чаирски езера","location.nearest_town is missing"
"missing_nearest_town","medium","361","Черепишки манастир","location.nearest_town is missing"
"missing_nearest_town","medium","362","Чернелка","location.nearest_town is missing"
"missing_nearest_town","medium","363","Черни връх","location.nearest_town is missing"
"missing_nearest_town","medium","364","Чипровски водопад","location.nearest_town is missing"
"missing_nearest_town","medium","365","Чифлик","location.nearest_town is missing"
"missing_nearest_town","medium","366","Чудните мостове","location.nearest_town is missing"
"missing_nearest_town","medium","368","Шабла","location.nearest_town is missing"
"missing_nearest_town","medium","369","Шейтан дере","location.nearest_town is missing"
"missing_nearest_town","medium","370","Шипка","location.nearest_town is missing"
"missing_nearest_town","medium","371","Шипково","location.nearest_town is missing"
"missing_nearest_town","medium","372","Широка поляна","location.nearest_town is missing"
"missing_nearest_town","medium","373","Шуменско плато","location.nearest_town is missing"
"missing_nearest_town","medium","374","Юмрукчал","location.nearest_town is missing"
"missing_nearest_town","medium","375","Юндола","location.nearest_town is missing"
"missing_nearest_town","medium","376","Ябланица","location.nearest_town is missing"
"missing_nearest_town","medium","377","Ябланишко ждрело","location.nearest_town is missing"
"missing_nearest_town","medium","378","Ягодинска пещера","location.nearest_town is missing"
"missing_nearest_town","medium","379","Яйлата","location.nearest_town is missing"
"missing_nearest_town","medium","380","до Кирилова поляна
259. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","381","до Муратово езеро
247. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","382","до Стрелча (Минерални извори)
295. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","383","до Тевно езеро
253. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","384","до водопад Женското пръскало
277. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","385","до връх Богдан
293. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","386","до връх Вежен
289. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","387","до връх Вихрен (класически маршрут)
245. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","388","до връх Могила
214. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","389","до връх Половрак
344. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","390","до крепостта","location.nearest_town is missing"
"missing_nearest_town","medium","391","до пещера","location.nearest_town is missing"
"missing_nearest_town","medium","392","към в. Свобода
228. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","393","към водопад Кадемлийско пръскало
269. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","394","към х. Безводно
230. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","395","към хижа Рай (от Паниците)
283. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","396","към хижа Рибни езера
249. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","397","към хижа Синаница
241. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","398","на Дунавските рибари
326. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","399","на Рилската иглика
237. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","400","на Свободата (Шипка)
279. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","401","на Чучулигите
271. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","402","на балканската дива коза
243. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","403","на билките (Бродилово)
302. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","404","на здравето","location.nearest_town is missing"
"missing_nearest_town","medium","405","на миньора (Росен)
308. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","406","на партизаните (историческа)
222. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","443","Русенски Лом","location.nearest_town is missing"
"missing_nearest_town","medium","457","Дяволската пътека (Борино)
11. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","469","Смолянски езера","location.nearest_town is missing"
"missing_nearest_town","medium","471","на занаятите (Златоград)
216. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","472","на здравето (Девин)
203. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","493","Боянски водопад","location.nearest_town is missing"
"missing_nearest_town","medium","494","Боянско езеро","location.nearest_town is missing"
"missing_nearest_town","medium","495","Драгалевци – Черни връх","location.nearest_town is missing"
"missing_nearest_town","medium","497","Кладница – Селимица","location.nearest_town is missing"
"missing_nearest_town","medium","498","Към Самоков","location.nearest_town is missing"
"missing_nearest_town","medium","500","към езеро Окото (Пирин)
239. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","511","Вазова екопътека (Гара Бов)
3. \* Екопътека","location.nearest_town is missing"
"missing_nearest_town","medium","62","Врацата","location.nearest_town is missing"
"missing_nearest_town","medium","93","Тетевенска баба","location.nearest_town is missing"
